Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
Antigua and Barbuda,ATG,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.761908334,2.000000001,2.000000001,2.000000001,1.974872733,1.921278149,1.959219236,2.053232409,2.169795832,2.614670833,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,
Australia,AUS,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.882670259,0.838697807,0.704113908,0.696665869,0.763871249,0.818284082,0.901824999,0.873659249,0.894640916,0.878244332,0.870214582,0.985862832,1.110014999,1.139519166,1.431895,1.495974166,1.42818,1.279908333,1.264596667,1.281056667,1.283755833,1.361648333,1.47056,1.367750833,1.3490325,1.277863333,1.34738,1.591828333,1.54995,1.724826667,1.9334425,1.8405625,1.541914167,1.3597525,1.309473333,1.327973441,1.1950725,1.192178333,1.28218881,1.090159486,0.969463201,0.965801031,1.035843097,1.109363293,1.331090262,1.345213976,1.304758077,1.338412146,1.438506544,
Austria,AUT,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,26.00000003,26.00000003,26.00000003,26.00000003,26.00000003,26.00000003,26.00000003,26.00000003,26.00000003,26.00000003,26.00000003,24.9855839,23.11533333,19.58,18.6925,17.41675,17.93966667,16.52691667,14.52166667,13.3675,12.938,15.92683333,17.05925,17.96333333,20.00908333,20.6895,15.26713333,12.6425,12.34766667,13.23066667,11.36983333,11.67591667,10.98933333,11.6321825,11.42182492,10.08149583,10.5865575,12.20424417,12.379065,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01084,0.019995,0.314045,0.8827085,0.860252833,0.797075,0.773799687,0.824033333,0.89483075,0.931316667,0.972164167,0.982146,0.9826955,0.945421,0.893445,0.858123808,0.821619579,0.803783333,0.80265,0.789686389,0.785645349,0.784541075,0.7843475,1.024563819,1.595721573,1.721154802,1.700016667,1.7,
Burundi,BDI,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,84.37500008,87.50000009,87.50000009,87.50000009,87.50000009,87.50000009,87.50000008,87.5,80.02608333,78.75,78.75,86.25,90,90,90,90,90,90,92.94833333,119.7091667,120.69075,114.1710833,123.5638333,140.395,158.6666667,171.2554167,181.5125833,208.3026667,242.78,252.6625,249.7575,302.7466667,352.3508333,447.7658333,563.5625,720.6733333,830.3533333,930.7491667,1082.62,1100.9,1081.577167,1028.683553,1081.869683,1185.690833,1230.179167,1230.748333,1261.073333,1442.505625,1555.090833,1546.686667,1571.898333,1654.626667,1729.055,1782.876875,1845.622891,
Belgium,BEL,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,49.05697742,44.01458333,38.9765,38.9515,36.77891667,38.60516667,35.84275,31.49208333,29.31866667,29.24166667,37.12925,45.69058333,51.13166667,57.78391667,59.378,44.67191667,37.33408333,36.76833333,39.404,33.41791667,34.14825,32.1495,34.59652083,33.4564975,29.48001667,30.96151333,35.77389083,36.29864083,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,245.1951014,245.2601016,245.0138507,245.0163507,245.0271841,245.0609342,245.6784366,246.0009378,247.5646938,259.9605744,276.403137,275.3564567,252.0276275,222.8891831,240.7046676,214.3129003,238.9504943,245.6796866,225.6558602,212.7216443,211.2795554,271.7314526,328.6062527,381.066036,436.9566658,449.2629627,346.3059036,300.5365624,297.8482188,319.0082995,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9508138,
Burkina Faso,BFA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,245.1951014,245.2601016,245.0138507,245.0163507,245.0271841,245.0609342,245.6784366,246.0009378,247.5646938,259.9605744,276.403137,275.3564567,252.0276275,222.8891831,240.7046676,214.3129003,238.9504943,245.6796866,225.6558602,212.7216443,211.2795554,271.7314526,328.6062527,381.066036,436.9566658,449.2629627,346.3059036,300.5365624,297.8482188,319.0082995,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,
Bangladesh,BGD,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,7.868842585,7.700184168,7.849815999,8.226002241,12.18618004,15.3991686,15.3751,15.01611667,15.551925,15.45405833,17.98669167,22.11788333,24.615425,25.35393339,27.99459167,30.4069,30.94983333,31.7332486,32.27,34.56880833,36.59618333,38.95075833,39.5672575,40.21173917,40.27831833,41.79416833,43.89211583,46.90565167,49.0854,52.14166667,55.80666667,57.888,58.15004,59.51265833,64.327475,68.93323333,68.874875,68.598275,69.03906667,69.64929167,74.1524,81.86265833,78.103235,77.64140833,77.94690833,78.46809167,80.43754167,83.46620192,84.4535225,
Bulgaria,BGR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00117,0.00108,0.000979167,0.00097,,,,,,,,,,,,,,,,,0.01778825,0.023341167,0.027593583,0.054133667,0.067170833,0.177888667,1.681879167,1.760358333,1.836383333,2.123275,2.184708333,2.076975,1.732701667,1.575108917,1.574133333,1.559266667,1.42905,1.337116667,1.406691667,1.477391667,1.406458333,1.52205,1.473566667,1.474183333,1.7644,1.768041667,1.735458333,1.657041667,1.747041667,
Bahrain,BHR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,0.476189999,0.476189999,0.476189999,0.476189999,0.476189999,0.474796288,0.438597783,0.399630307,0.394739999,0.395499999,0.395599166,0.395649999,0.387453332,0.381617499,0.377000235,0.375999999,0.375999999,0.375999999,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.375999989,0.375999965,0.375999971,0.375999968,0.375999965,0.375999963,0.375999979,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,
"Bahamas, The",BHS,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.02041,1.02041,1.02041,1.02041,1.02041,1.02041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Bosnia and Herzegovina,BIH,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.734055833,1.759667583,1.835795385,2.122859512,2.185659583,2.078170426,1.732932204,1.575157028,1.57272202,1.559071956,1.429002742,1.33519568,1.407891238,1.476739568,1.406936586,1.522209974,1.473051323,1.474169187,1.763491647,1.768139024,1.735352713,1.656985441,1.747086461,
Belarus,BLR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000364111,0.001152097,0.001322988,0.002602055,0.004612762,0.024929533,0.087675,0.139,0.179091667,0.205127083,0.21602575,0.215382,0.214456417,0.214607833,0.21363975,0.279304922,0.297851,0.497463333,0.833689833,0.88800525,1.02241025,1.592598833,1.989562833,1.932341667,2.037608333,2.091783333,
Belize,BLZ,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.42857,1.42857,1.42857,1.42857,1.42857,1.42857,1.42857,1.448411667,1.666670001,1.666670001,1.666670001,1.643682118,1.601561846,1.632683781,1.710926784,1.808043705,2.225673132,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Bermuda,BMU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.869045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Bolivia,BOL,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,1.33E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05,2.04E-05,2.45E-05,2.45E-05,6.41E-05,0.00023163,0.003135909,0.440029008,1.921958333,2.05485,2.350241667,2.691683333,3.17265,3.580608333,3.900516667,4.265083333,4.620516667,4.800341667,5.0746125,5.254258333,5.510133333,5.812408333,6.183541667,6.606916667,7.17,7.659166667,7.936266667,8.0660625,8.011616667,7.851245161,7.238320699,7.02,7.016666667,6.9369625,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,
Brazil,BRA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,8.10E-14,1.17E-13,1.68E-13,2.49E-13,5.42E-13,8.22E-13,9.61E-13,1.15E-12,1.47E-12,1.76E-12,1.99E-12,2.29E-12,2.57E-12,2.65E-12,2.94E-12,3.52E-12,4.62E-12,6.12E-12,7.82E-12,1.17E-11,2.28E-11,4.03E-11,7.77E-11,2.50E-10,8.00E-10,2.68E-09,5.91E-09,1.70E-08,1.14E-07,1.23E-06,2.96E-05,0.000175961,0.001953024,0.038276611,0.664683514,0.917666667,1.0051,1.077991667,1.160516667,1.813932847,1.829423122,2.349631709,2.920363018,3.077475118,2.92511945,2.434390036,2.175326667,1.947058333,1.833766667,1.999428173,1.759226711,1.672828755,1.953068611,2.156089151,2.352951963,3.326904383,3.491313422,3.191389446,3.653825361,3.944471097,
Barbados,BRB,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.738099167,2.000000001,2.000000001,2.000000001,1.974876152,1.92128071,1.959220537,2.053230911,2.018866598,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Brunei Darussalam,BRN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,3.061220002,3.061220002,3.061220002,3.061220002,3.061220002,3.061220002,3.061220002,3.061220002,3.061220002,3.061220002,3.061220002,3.05226043,2.819555868,2.458579655,2.436866666,2.371299999,2.470841666,2.439399999,2.274024999,2.174558333,2.141208333,2.112691666,2.140024999,2.113049999,2.133083333,2.20015,2.177416667,2.105983333,2.012425,1.950258333,1.812533333,1.72755,1.628966667,1.615790833,1.527444167,1.417375,1.410040833,1.484805833,1.673601667,1.694956667,1.723963333,1.7917225,1.790588333,1.742183333,1.690228333,1.6643975,1.588933333,1.507101667,1.417166667,1.454569273,1.363509474,1.25791302,1.249567016,1.25116567,1.267040123,1.374910845,1.381346877,1.380891164,1.348918565,1.364218514,
Bhutan,BTN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,6.359125005,7.500000007,7.500000007,7.500000007,7.500000007,7.491935231,7.594468374,7.742038562,8.101603227,8.375891946,8.960412728,8.738576171,8.192840348,8.125790946,7.862944701,8.658522817,9.455131933,10.09889824,11.36258333,12.36875,12.61083333,12.9615,13.91708333,16.2255,17.5035,22.74243333,25.91808333,30.49329167,31.3737425,32.42707667,35.43317333,36.31328583,41.259365,43.05542833,44.941605,47.18641417,48.61031917,46.58328417,45.31646667,44.099975,45.30700833,41.34853333,43.50518333,48.40526667,45.72581212,46.67046667,53.43723333,58.59784542,61.02951446,64.15194446,67.19531281,65.12156865,68.38946709,70.42034054,
Botswana,BWA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.713320882,0.714694435,0.713265494,0.715287185,0.717258646,0.716334401,0.716983432,0.717049619,0.716998156,0.718057125,0.71641352,0.712443762,0.772828411,0.694114138,0.679477004,0.739507701,0.869564999,0.841959666,0.828156999,0.815006666,0.777224999,0.836738332,1.029660833,1.096925833,1.298373333,1.902566666,1.879144167,1.678940833,1.8285875,2.014885833,1.860465833,2.021556667,2.109725,2.423075,2.6846455,2.772206667,3.324196667,3.650763333,4.22588,4.62439525,5.102241667,5.841416667,6.327791667,4.949666667,4.693833333,5.11675,5.8303,6.139408333,6.826858333,7.155141667,6.793625,6.838233333,7.640525,8.398908333,8.976083333,10.12899167,10.90115833,10.34741667,10.199975,10.75586667,
Central African Republic,CAF,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,245.1951014,245.2601016,245.0138507,245.0163507,245.0271841,245.0609342,245.6784366,246.0009378,247.5646938,259.9605744,276.403137,275.3564567,252.0276275,222.8891831,240.7046676,214.3129003,238.9504943,245.6796866,225.6558602,212.7216443,211.2795554,271.7314526,328.6062527,381.066036,436.9566658,449.2629627,346.3059036,300.5365624,297.8482188,319.0082995,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,
Canada,CAN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.969766787,1.013062516,1.068769224,1.078514344,1.078598419,1.077984284,1.077341567,1.078710424,1.077471401,1.076780513,1.044218744,1.009810544,0.990662556,1.00009014,0.978017526,1.017159263,0.986028304,1.063441611,1.140659171,1.171424496,1.169226867,1.198903121,1.233734912,1.232411827,1.295065611,1.365507392,1.389471059,1.325982582,1.230700847,1.183972084,1.166773627,1.145725844,1.20872292,1.290087882,1.365673448,1.372445418,1.363521636,1.384598028,1.483505302,1.485704819,1.485394095,1.548839955,1.570342834,1.401014548,1.301281595,1.211405134,1.134344726,1.074045622,1.067086918,1.141535406,1.030112735,0.989258159,0.999364744,1.030137364,1.104747132,1.278786204,1.325615164,1.297935846,1.295817928,1.326793363,
Central Europe and the Baltics,CEB,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,4.372950003,4.372950003,4.372950003,4.372950003,4.372950003,4.372950003,4.372950003,4.372950003,4.372950003,4.372950003,4.372950003,4.133854168,3.819249999,3.164833332,2.979249999,2.581283332,2.499641666,2.403524999,1.788024999,1.662724999,1.675708333,1.964241666,2.030274999,2.099141666,2.349683333,2.457125,1.798916667,1.491191667,1.4633,1.635925,1.389158333,1.433991667,1.406218333,1.477616667,1.3676925,1.182469167,1.23601,1.4513125,1.449813308,1.502155,1.6888425,1.687615,1.5586075,1.346650833,1.243495833,1.245176667,1.253843333,1.200365833,1.08309,1.088141696,1.042905646,0.888042028,0.937684481,0.926903548,0.916151047,0.962381328,0.985394394,0.984691667,0.977883333,0.993775,
Channel Islands,CHI,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.001048969,0.001050136,0.001057636,0.001621786,0.002307433,0.003156658,0.003851138,0.005068269,0.006876466,0.008617582,0.011277504,0.012208644,0.020835225,0.071641908,0.592826261,4.910416667,13.05416667,21.53583333,31.65583333,37.24583333,39,39,50.90833333,78.78833333,98.4775,160.86,192.93,219.4066667,245.0116667,266.9541667,304.9033333,349.2158333,362.5758333,404.1658333,420.1766667,396.7733333,412.2666667,419.295,460.2875,508.7766667,539.5875,634.9383333,688.9366667,691.3975,609.5291667,559.7675,530.275,522.4641667,522.4610358,560.8598948,510.2491667,483.6675,486.4713034,495.2728776,570.3482161,654.1240843,676.957736,648.8337926,641.2768131,702.8974226,
China,CHN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.461808899,2.461808899,2.461808899,2.461808899,2.461808899,2.461808899,2.461808899,2.461808899,2.461808899,2.461808899,2.461808899,2.461808899,2.245066449,1.989415525,1.961107089,1.859823389,1.941415351,1.857823382,1.683589419,1.554938954,1.498386058,1.704541666,1.892541666,1.975674999,2.320041666,2.936658333,3.452791667,3.7221,3.7221,3.765108333,4.783208333,5.323391667,5.514591667,5.761958333,8.618742667,8.351416667,8.314175,8.289816667,8.278958333,8.27825,8.278504167,8.277068333,8.2769575,8.277036667,8.276800833,8.194316667,7.973438333,7.6075325,6.948655,6.831416052,6.770269029,6.461461327,6.312332827,6.195758346,6.143434094,6.227488673,6.644477829,6.758755086,6.615957177,6.90838501,
Cote d'Ivoire,CIV,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,245.1951014,245.2601016,245.0138507,245.0163507,245.0271841,245.0609342,245.6784366,246.0009378,247.5646938,259.9605744,276.403137,275.3564567,252.0276275,222.8891831,240.7046676,214.3129003,238.9504943,245.6796866,225.6558602,212.7216443,211.2795554,271.7314526,328.6062527,381.066036,436.9566658,449.2629627,346.3059036,300.5365624,297.8482188,319.0082995,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,
Cameroon,CMR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,245.1951014,245.2601016,245.0138507,245.0163507,245.0271841,245.0609342,245.6784366,246.0009378,247.5646938,259.9605744,276.403137,275.3564567,252.0276275,222.8891831,240.7046676,214.3129003,238.9504943,245.6796866,225.6558602,212.7216443,211.2795554,271.7314526,328.6062527,381.066036,436.9566658,449.2629627,346.3059036,300.5365624,297.8482188,319.0082995,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,
"Congo, Dem. Rep.",COD,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.70E-13,1.75E-13,2.10E-13,2.53E-13,5.50E-13,5.50E-13,5.50E-13,1.16E-12,1.67E-12,1.67E-12,1.67E-12,1.67E-12,1.67E-12,1.67E-12,1.67E-12,1.67E-12,2.64E-12,2.86E-12,2.79E-12,5.76E-12,9.33E-12,1.46E-11,1.92E-11,4.30E-11,1.20E-10,1.66E-10,1.99E-10,3.75E-10,6.23E-10,1.27E-09,2.39E-09,5.19E-08,2.15E-06,2.51E-05,0.011941192,0.070244717,0.501849175,1.3134476,1.606659883,4.018333332,21.81833333,206.6174999,346.4849999,405.1781832,399.4757917,473.9080083,468.278825,516.7498917,559.2925083,809.7858333,905.9134583,919.4913,919.7550167,919.5659074,925.2262825,925.9849613,1010.302757,1464.417932,1622.523502,1647.760127,
"Congo, Rep.",COG,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,245.1951014,245.2601016,245.0138507,245.0163507,245.0271841,245.0609342,245.6784366,246.0009378,247.5646938,259.9605744,276.403137,275.3564567,252.0276275,222.8891831,240.7046676,214.3129003,238.9504943,245.6796866,225.6558602,212.7216443,211.2795554,271.7314526,328.6062527,381.066036,436.9566658,449.2629627,346.3059036,300.5365624,297.8482188,319.0082995,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584,585.9110132,
